Algebraic Connectivity,Average Degree,Clique Number,Density,Diameter,Domination Number,Edge Connectivity,Girth,Group Size,Independence Number,Index,Laplacian Largest Eigenvalue,Matching Number,Maximum Degree,Minimum Degree,Number of Edges,Number of Spanning Trees,Number of Triangles,Number of Vertices,Number of Zero Eigenvalues,Radius,Second Largest Eigenvalue,Smallest Eigenvalue,Vertex Connectivity,Vertex Cover Number,Smallest Resistance Curvature,Largest Resistance Curvature,Smallest Forman Curvature,Largest Forman Curvature,Number of 3-gons,Number of 4-gons,Number of 5-gons,Number of 6-gons,Number of 7-gons,Number of 8-gons,Number of 9-gons,Number of 10-gons,Number of 11-gons,Number of 12-gons,name,boolean
1.0,3.81,3.0,0.19,4.0, 5,3.0,3.0,2.0,10.0,3.925,7.0,10.0,5.0,3.0,40.0,1924762500.0,10.0,21.0,2.0,4.0,2.826,-2.682,3.0,11.0,-0.2906288382362677,0.243660037844102,-1,2,10,5,6,0,0,0,0,0,0,0,P70,True
0.943,3.818,3.0,0.182,4.0, 5,3.0,3.0,1.0,10.0,3.933,7.026,11.0,5.0,3.0,42.0,2147483647.0,10.0,22.0,0.0,4.0,2.941,-2.642,3.0,12.0,-0.2890964960833724,0.240697615595591,-2,2,10,6,6,0,0,0,0,0,0,0,P71,True
0.946,3.818,3.0,0.182,4.0, 5,3.0,3.0,1.0,10.0,3.934,7.061,11.0,5.0,3.0,42.0,2147483647.0,10.0,22.0,1.0,4.0,2.893,-2.687,3.0,12.0,-0.290545255964026,0.240819805399437,-2,2,10,6,6,0,0,0,0,0,0,0,P72,True
0.919,3.818,3.0,0.182,4.0, 5,3.0,3.0,2.0,10.0,3.933,7.064,11.0,5.0,3.0,42.0,2147483647.0,10.0,22.0,1.0,4.0,2.921,-2.739,3.0,12.0,-0.265607152682882,0.2404556347922579,-2,2,10,6,6,0,0,0,0,0,0,0,P73,True
0.917,3.818,3.0,0.182,4.0, 5,3.0,3.0,2.0,10.0,3.934,7.026,11.0,5.0,3.0,42.0,2147483647.0,10.0,22.0,1.0,4.0,2.939,-2.673,3.0,12.0,-0.2827880636020318,0.2403540526631265,-2,2,10,6,6,0,0,0,0,0,0,0,P74,True
0.867,3.826,3.0,0.174,4.0, 5,3.0,3.0,1.0,10.0,3.942,7.067,11.0,5.0,3.0,44.0,2147483647.0,10.0,23.0,0.0,4.0,3.003,-2.682,3.0,13.0,-0.280435217280422,0.2371306206171204,-2,2,10,7,6,0,0,0,0,0,0,0,P75,True
0.878,3.826,3.0,0.174,4.0, 5,3.0,3.0,1.0,10.0,3.943,7.099,11.0,5.0,3.0,44.0,2147483647.0,10.0,23.0,2.0,4.0,2.925,-2.72,3.0,13.0,-0.2854955189540217,0.2373618156508057,-2,2,10,7,6,0,0,0,0,0,0,0,P76,True
0.869,3.826,3.0,0.174,4.0, 5,3.0,3.0,2.0,10.0,3.941,7.071,11.0,5.0,3.0,44.0,2147483647.0,10.0,23.0,0.0,4.0,2.985,-2.8,3.0,13.0,-0.2568138251904567,0.2369964432557059,-2,2,10,7,6,0,0,0,0,0,0,0,P77,True
0.874,3.826,3.0,0.174,4.0, 5,3.0,3.0,2.0,10.0,3.941,7.096,11.0,5.0,3.0,44.0,2147483647.0,10.0,23.0,2.0,4.0,2.965,-2.744,3.0,13.0,-0.2608093819005236,0.2372007251970239,-2,2,10,7,6,0,0,0,0,0,0,0,P78,True
0.735,3.833,3.0,0.167,4.0, 6,3.0,3.0,1.0,10.0,3.953,7.199,12.0,5.0,3.0,46.0,2147483647.0,10.0,24.0,0.0,4.0,3.108,-2.777,3.0,14.0,-0.2572464086083601,0.2355751163828423,-2,2,10,8,6,0,0,0,0,0,0,0,P79,True
0.737,3.833,3.0,0.167,5.0, 6,3.0,3.0,1.0,10.0,3.954,7.21,12.0,5.0,3.0,46.0,2147483647.0,10.0,24.0,0.0,4.0,3.075,-2.813,3.0,14.0,-0.2814939129012446,0.2356899282452549,-2,2,10,8,6,0,0,0,0,0,0,0,P80,True
0.754,3.84,3.0,0.16,4.0, 6,3.0,3.0,1.0,12.0,3.987,7.503,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,0.0,4.0,3.185,-2.697,3.0,13.0,-0.3594606416969567,0.2206585273128186,-3,2,12,8,2,3,0,0,0,0,0,0,P81,True
0.809,3.84,3.0,0.16,4.0, 5,3.0,3.0,1.0,12.0,4.036,7.561,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,0.0,4.0,3.074,-2.493,3.0,13.0,-0.3849990900621904,0.2150142312441535,-3,2,12,6,6,1,0,0,0,0,0,0,P82,True
0.82,3.84,3.0,0.16,4.0, 6,3.0,3.0,3.0,12.0,3.99,7.519,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,0.0,4.0,3.08,-2.692,3.0,13.0,-0.3514733881189787,0.2121997834620241,-2,2,12,9,0,4,0,0,0,0,0,0,P83,True
0.868,3.84,3.0,0.16,4.0, 4,3.0,3.0,3.0,12.0,4.045,7.493,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,0.0,3.0,3.067,-2.49,3.0,13.0,-0.378371497590463,0.2050630559817547,-2,2,12,6,6,1,0,0,0,0,0,0,P84,True
0.604,3.84,3.0,0.16,5.0, 6,3.0,3.0,2.0,11.0,3.966,7.322,12.0,5.0,3.0,48.0,2147483647.0,10.0,25.0,0.0,3.0,3.204,-2.95,3.0,14.0,-0.2301664091009206,0.2288930381252844,-2,2,10,9,6,0,0,0,0,0,0,0,P85,True
0.709,3.84,3.0,0.16,5.0, 6,3.0,3.0,2.0,12.0,4.043,7.729,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,3.0,4.0,3.146,-2.557,3.0,13.0,-0.3583728233401688,0.2168911875599033,-3,2,12,7,4,2,0,0,0,0,0,0,P86,True
0.678,3.84,3.0,0.16,4.0, 6,3.0,3.0,2.0,12.0,4.011,7.547,12.0,6.0,3.0,48.0,2147483647.0,12.0,25.0,3.0,4.0,3.364,-2.702,3.0,13.0,-0.3749717752258928,0.2201667784777924,-3,2,12,7,4,2,0,0,0,0,0,0,P87,True
0.74,3.846,3.0,0.154,5.0, 6,3.0,3.0,1.0,11.0,3.964,7.194,13.0,5.0,3.0,50.0,2147483647.0,11.0,26.0,0.0,4.0,3.111,-2.863,3.0,15.0,-0.2480256703294622,0.2262657040001972,-2,2,11,8,7,0,0,0,0,0,0,0,P88,True
0.747,3.846,3.0,0.154,5.0, 6,3.0,3.0,1.0,11.0,3.964,7.193,13.0,5.0,3.0,50.0,2147483647.0,11.0,26.0,1.0,4.0,3.117,-2.853,3.0,15.0,-0.2511699330623311,0.2254968537708281,-2,2,11,8,7,0,0,0,0,0,0,0,P89,True
0.439,3.852,3.0,0.148,6.0, 6,3.0,3.0,1.0,11.0,3.977,7.455,13.0,5.0,3.0,52.0,2147483647.0,11.0,27.0,0.0,3.0,3.394,-3.022,3.0,16.0,-0.2221623886192675,0.2137847337579637,-2,2,11,9,7,0,0,0,0,0,0,0,P90,True
0.374,3.857,3.0,0.143,5.0, 6,3.0,3.0,1.0,12.0,3.99,7.58,14.0,5.0,3.0,54.0,2147483647.0,11.0,28.0,0.0,3.0,3.467,-3.111,3.0,16.0,-0.2123906245361219,0.2030643254933169,-2,2,11,10,7,0,0,0,0,0,0,0,P91,True
0.561,3.862,3.0,0.138,5.0, 7,3.0,3.0,1.0,12.0,3.983,7.354,14.0,5.0,3.0,56.0,2147483647.0,12.0,29.0,0.0,4.0,3.299,-2.901,3.0,17.0,-0.2522521569412884,0.2139230953943628,-2,2,12,9,8,0,0,0,0,0,0,0,P92,True
0.564,3.862,3.0,0.138,5.0, 7,3.0,3.0,1.0,12.0,3.982,7.408,14.0,5.0,3.0,56.0,2147483647.0,12.0,29.0,0.0,4.0,3.312,-2.991,3.0,17.0,-0.2525969701428391,0.2115485841282466,-2,2,12,9,8,0,0,0,0,0,0,0,P93,True
0.64,4.0,3.0,0.143,5.0, 6,3.0,3.0,1.0,12.0,4.214,7.895,14.0,6.0,3.0,58.0,2147483647.0,15.0,29.0,0.0,4.0,3.314,-2.837,3.0,17.0,-0.3786006380885694,0.2166343100954025,-3,2,15,9,7,0,0,0,0,0,0,0,P94,True
0.495,3.867,3.0,0.133,5.0, 6,3.0,3.0,1.0,12.0,3.988,7.441,15.0,5.0,3.0,58.0,2147483647.0,12.0,30.0,0.0,4.0,3.38,-3.01,3.0,18.0,-0.2248777667810838,0.2044095110904558,-2,2,12,10,8,0,0,0,0,0,0,0,P95,True
0.713,4.067,3.0,0.14,5.0, 7,3.0,3.0,1.0,13.0,4.322,8.471,15.0,7.0,3.0,61.0,2147483647.0,16.0,30.0,0.0,4.0,3.427,-2.782,3.0,17.0,-0.4929575384498911,0.2117596867517772,-3,2,16,11,6,0,0,0,0,0,0,0,P96,True
0.496,3.867,3.0,0.133,5.0, 7,3.0,3.0,1.0,12.0,3.991,7.447,15.0,5.0,3.0,58.0,2147483647.0,12.0,30.0,0.0,4.0,3.359,-2.988,3.0,18.0,-0.246364295277483,0.2061338997219752,-2,2,12,10,8,0,0,0,0,0,0,0,P97,True
2.121,3.714,3.0,0.619,2.0, 2,3.0,3.0,2.0,2.0,3.759,6.247,3.0,4.0,3.0,13.0,663.0,6.0,7.0,0.0,2.0,1.247,-2.293,3.0,5.0,0.1089385474860334,0.5687232993756164,1,3,6,2,0,0,0,0,0,0,0,0,P98,True
1.786,3.429,3.0,0.571,2.0, 2,3.0,3.0,2.0,2.0,3.503,5.675,3.0,4.0,3.0,12.0,368.0,5.0,7.0,0.0,2.0,1.414,-2.0,3.0,5.0,0.0923231309583539,0.4462284662987124,1,3,5,1,1,0,0,0,0,0,0,0,P99,True
2.586,3.714,3.0,0.619,2.0, 2,3.0,3.0,4.0,2.0,3.778,6.0,3.0,4.0,3.0,13.0,672.0,6.0,7.0,1.0,2.0,1.0,-2.0,3.0,5.0,0.2281014818837767,0.4757545193575921,1,2,6,2,0,0,0,0,0,0,0,0,P100,True
1.753,3.5,3.0,0.5,2.0, 1,3.0,3.0,14.0,3.0,3.828,8.0,4.0,7.0,3.0,14.0,841.0,7.0,8.0,0.0,1.0,1.247,-1.828,3.0,5.0,-0.8089602704987316,0.3186813186813189,0,0,7,0,0,0,1,0,0,0,0,0,P101,True
1.476,3.5,3.0,0.5,3.0, 2,3.0,3.0,2.0,3.0,3.676,6.524,4.0,5.0,3.0,14.0,962.0,6.0,8.0,1.0,2.0,1.732,-2.0,3.0,5.0,-0.2386529087801487,0.3917199468253467,0,2,6,0,2,0,0,0,0,0,0,0,P102,True
1.287,3.333,3.0,0.417,3.0, 2,3.0,3.0,2.0,3.0,3.482,6.197,4.0,5.0,3.0,15.0,1653.0,5.0,9.0,0.0,2.0,1.919,-2.0,3.0,6.0,-0.2508601579835302,0.3544469377612896,-1,2,5,0,3,0,0,0,0,0,0,0,P103,True
1.83,3.556,3.0,0.444,2.0, 2,3.0,3.0,2.0,3.0,3.79,7.177,4.0,6.0,3.0,16.0,2960.0,6.0,9.0,0.0,2.0,1.353,-2.199,3.0,6.0,-0.5065344711408126,0.3785844955823745,0,2,6,1,2,0,0,0,0,0,0,0,P104,True
1.803,3.556,3.0,0.444,3.0, 2,3.0,3.0,1.0,3.0,3.694,6.431,4.0,5.0,3.0,16.0,3272.0,5.0,9.0,0.0,2.0,1.587,-2.393,3.0,6.0,-0.2661193112046771,0.3727721372751448,0,2,5,3,1,0,0,0,0,0,0,0,P105,True
1.57,3.556,3.0,0.444,3.0, 2,3.0,3.0,1.0,3.0,3.695,6.487,4.0,5.0,3.0,16.0,3218.0,5.0,9.0,0.0,2.0,1.745,-2.508,3.0,6.0,-0.2612074338973794,0.3984955930521042,0,2,5,3,1,0,0,0,0,0,0,0,P106,True
1.587,3.556,3.0,0.444,3.0, 2,3.0,3.0,2.0,4.0,3.775,7.169,4.0,6.0,3.0,16.0,3034.0,5.0,9.0,0.0,2.0,1.513,-2.514,3.0,5.0,-0.4879711960125224,0.3878221337942457,0,2,5,3,1,0,0,0,0,0,0,0,P107,True
1.488,3.556,3.0,0.444,3.0, 2,3.0,3.0,2.0,3.0,3.67,6.604,4.0,5.0,3.0,16.0,3198.0,5.0,9.0,0.0,2.0,1.781,-2.431,3.0,6.0,-0.2465698251637925,0.3893474241292747,0,2,5,3,1,0,0,0,0,0,0,0,P108,True
1.457,3.556,3.0,0.444,3.0, 2,3.0,3.0,2.0,3.0,3.69,6.475,4.0,5.0,3.0,16.0,3034.0,6.0,9.0,0.0,2.0,2.0,-2.289,3.0,6.0,-0.2834185152102634,0.344683795753835,0,2,6,2,0,1,0,0,0,0,0,0,P109,True
1.83,3.556,3.0,0.444,3.0, 2,3.0,3.0,2.0,4.0,3.699,6.414,4.0,5.0,3.0,16.0,3404.0,4.0,9.0,0.0,2.0,1.352,-2.691,3.0,5.0,-0.251738870902766,0.3758566442305713,0,2,4,5,0,0,0,0,0,0,0,0,P110,True
1.519,3.556,3.0,0.444,3.0, 2,3.0,3.0,1.0,4.0,3.788,7.168,4.0,6.0,3.0,16.0,2890.0,6.0,9.0,0.0,2.0,1.681,-2.293,3.0,5.0,-0.5090664673871304,0.3702783149881415,0,2,6,2,0,1,0,0,0,0,0,0,P111,True
1.457,3.556,3.0,0.444,3.0, 2,3.0,3.0,2.0,4.0,3.643,6.475,4.0,5.0,3.0,16.0,3198.0,5.0,9.0,1.0,2.0,2.016,-2.388,3.0,5.0,-0.3809492379157708,0.3889903827794282,0,2,5,3,1,0,0,0,0,0,0,0,P112,True
1.438,3.6,3.0,0.4,3.0, 3,3.0,3.0,2.0,4.0,3.702,6.0,5.0,4.0,3.0,18.0,9984.0,6.0,10.0,0.0,2.0,2.095,-2.232,3.0,6.0,0.0458328922723964,0.3221782721500802,0,2,6,2,2,0,0,0,0,0,0,0,P113,True
1.623,3.6,3.0,0.4,3.0, 3,3.0,3.0,2.0,4.0,3.763,6.75,5.0,5.0,3.0,18.0,9600.0,5.0,10.0,0.0,2.0,1.596,-2.407,3.0,6.0,-0.2177981061898249,0.3799543604333439,-1,2,5,4,1,0,0,0,0,0,0,0,P114,True
1.551,3.6,3.0,0.4,3.0, 3,3.0,3.0,6.0,4.0,3.713,6.449,5.0,4.0,3.0,18.0,10816.0,4.0,10.0,0.0,3.0,1.818,-2.922,3.0,6.0,-4.232725281383409e-16,0.2988505747126438,1,2,4,6,0,0,0,0,0,0,0,0,P115,True
1.469,3.6,3.0,0.4,3.0, 3,3.0,3.0,1.0,4.0,3.719,6.531,5.0,5.0,3.0,18.0,10000.0,5.0,10.0,0.0,2.0,1.946,-2.395,3.0,6.0,-0.2162687321994197,0.3877480819906756,0,2,5,4,1,0,0,0,0,0,0,0,P116,True
1.551,3.6,3.0,0.4,3.0, 3,3.0,3.0,2.0,5.0,3.776,6.562,5.0,5.0,3.0,18.0,9984.0,4.0,10.0,1.0,2.0,1.656,-2.814,3.0,5.0,-0.2089697698902088,0.3866566400962553,0,2,4,6,0,0,0,0,0,0,0,0,P117,True
1.438,3.6,3.0,0.4,3.0, 3,3.0,3.0,4.0,4.0,3.828,6.562,5.0,5.0,3.0,18.0,9216.0,6.0,10.0,1.0,2.0,1.814,-2.343,3.0,6.0,-0.1632653061224492,0.326530612244898,0,2,6,2,2,0,0,0,0,0,0,0,P118,True
1.562,3.636,3.0,0.364,3.0, 3,3.0,3.0,10.0,5.0,3.702,6.732,5.0,5.0,3.0,20.0,30752.0,5.0,11.0,0.0,2.0,1.956,-2.702,3.0,6.0,-0.4350877192982457,0.3625730994152048,0,2,5,5,1,0,0,0,0,0,0,0,P119,True
1.639,3.6,3.0,0.4,3.0, 3,3.0,3.0,3.0,4.0,3.856,6.529,5.0,5.0,3.0,18.0,8405.0,7.0,10.0,0.0,2.0,1.618,-2.0,3.0,6.0,-0.1741474662367158,0.3589570222430265,0,2,7,0,3,0,0,0,0,0,0,0,P120,True
1.046,3.6,3.0,0.4,3.0, 2,3.0,3.0,2.0,4.0,3.81,6.703,5.0,5.0,3.0,18.0,7448.0,8.0,10.0,0.0,2.0,2.414,-2.0,3.0,6.0,-0.218359801189499,0.3600034928248797,-2,2,8,0,1,0,1,0,0,0,0,0,P121,True
1.116,3.455,3.0,0.345,3.0, 3,3.0,3.0,1.0,4.0,3.671,6.577,5.0,5.0,3.0,19.0,14151.0,6.0,11.0,0.0,2.0,2.076,-2.13,3.0,7.0,-0.2980031889070923,0.3662590489398922,-2,2,6,0,4,0,0,0,0,0,0,0,P122,True
1.272,3.455,3.0,0.345,3.0, 3,3.0,3.0,2.0,4.0,3.614,6.424,5.0,5.0,3.0,19.0,15040.0,6.0,11.0,0.0,2.0,2.044,-2.087,3.0,7.0,-0.1843307033423746,0.3544748948576857,-1,2,6,0,4,0,0,0,0,0,0,0,P123,True
1.033,3.455,3.0,0.345,3.0, 3,3.0,3.0,1.0,4.0,3.645,6.365,5.0,5.0,3.0,19.0,14574.0,6.0,11.0,0.0,2.0,2.181,-2.109,3.0,7.0,-0.1670449593693377,0.3683654262519228,-1,2,6,0,4,0,0,0,0,0,0,0,P124,True
1.274,3.455,3.0,0.345,3.0, 3,3.0,3.0,2.0,4.0,3.734,7.288,5.0,6.0,3.0,19.0,13667.0,6.0,11.0,0.0,2.0,2.014,-2.205,3.0,7.0,-0.5344707366557995,0.3184210752881768,-1,2,6,0,4,0,0,0,0,0,0,0,P125,True
1.22,3.455,3.0,0.345,3.0, 2,3.0,3.0,2.0,4.0,3.586,6.264,5.0,5.0,3.0,19.0,15198.0,6.0,11.0,1.0,3.0,2.335,-2.0,3.0,7.0,-0.2033374852815435,0.3752628349058005,-1,2,6,0,4,0,0,0,0,0,0,0,P126,True
1.259,3.455,3.0,0.345,3.0, 3,3.0,3.0,2.0,4.0,3.623,6.582,5.0,5.0,3.0,19.0,14259.0,6.0,11.0,0.0,2.0,2.246,-2.106,3.0,7.0,-0.2787938030611788,0.3277377076280133,-2,2,6,0,4,0,0,0,0,0,0,0,P127,True
1.069,3.667,3.0,0.333,3.0, 3,3.0,3.0,1.0,4.0,3.891,6.602,6.0,5.0,3.0,22.0,70457.0,8.0,12.0,0.0,2.0,2.518,-2.217,3.0,8.0,-0.3722752939850419,0.3194725712057586,-2,2,8,0,4,0,0,0,0,0,0,0,P128,True
0.889,3.667,3.0,0.333,3.0, 3,3.0,3.0,1.0,5.0,3.864,6.788,6.0,5.0,3.0,22.0,63175.0,9.0,12.0,0.0,2.0,2.756,-2.187,3.0,7.0,-0.2752552166009022,0.3035410383696075,-4,2,9,0,2,0,1,0,0,0,0,0,P129,True
1.097,3.667,3.0,0.333,3.0, 3,3.0,3.0,4.0,4.0,3.828,6.602,6.0,5.0,3.0,22.0,70560.0,8.0,12.0,0.0,3.0,2.709,-2.17,3.0,8.0,-0.2517787466412265,0.3145377557597615,-2,2,8,0,4,0,0,0,0,0,0,0,P130,True
1.551,3.75,3.0,0.536,3.0, 2,3.0,3.0,4.0,3.0,3.917,6.449,4.0,5.0,3.0,15.0,1680.0,8.0,8.0,0.0,2.0,1.732,-2.0,3.0,5.0,-0.1048398856202285,0.428701710506479,0,2,8,0,0,1,0,0,0,0,0,0,P131,True
2.0,4.0,4.0,0.667,2.0, 1,3.0,3.0,4.0,2.0,4.156,7.0,3.0,6.0,3.0,14.0,960.0,10.0,7.0,1.0,1.0,1.414,-2.0,3.0,5.0,-0.3777904979965655,0.6353749284487694,0,3,8,1,0,0,0,0,0,0,0,0,P132,True
2.186,4.286,4.0,0.714,2.0, 1,3.0,3.0,2.0,2.0,4.475,7.0,3.0,6.0,3.0,15.0,1488.0,13.0,7.0,0.0,1.0,1.247,-1.802,3.0,5.0,-0.2785649255701948,0.705209101048757,-1,3,10,0,0,0,0,0,0,0,0,0,P133,True
2.0,3.429,3.0,0.571,2.0, 1,3.0,3.0,12.0,3.0,3.646,7.0,3.0,6.0,3.0,12.0,320.0,6.0,7.0,0.0,1.0,1.0,-2.0,3.0,4.0,-0.5761316872427986,0.3703703703703705,1,1,6,0,0,1,0,0,0,0,0,0,P134,True
2.0,3.714,3.0,0.619,2.0, 1,3.0,3.0,4.0,3.0,3.917,7.0,3.0,6.0,3.0,13.0,576.0,7.0,7.0,0.0,1.0,1.0,-2.414,3.0,4.0,-0.463519313304721,0.4892703862660947,0,3,6,2,0,0,0,0,0,0,0,0,P135,True
1.814,4.25,4.0,0.607,2.0, 1,3.0,3.0,1.0,3.0,4.498,8.0,4.0,7.0,3.0,17.0,4241.0,13.0,8.0,0.0,1.0,1.776,-2.19,3.0,5.0,-0.6049516468647409,0.6147846252400819,-2,3,10,1,0,0,0,0,0,0,0,0,P136,True
2.015,4.5,4.0,0.643,2.0, 1,3.0,3.0,1.0,3.0,4.789,8.0,4.0,7.0,3.0,18.0,6435.0,16.0,8.0,0.0,1.0,1.593,-2.0,3.0,5.0,-0.5198952489211607,0.6567178431323814,-3,3,12,0,0,0,0,0,0,0,0,0,P137,True
1.786,4.0,4.0,0.571,2.0, 1,3.0,3.0,2.0,3.0,4.261,8.0,4.0,7.0,3.0,16.0,2576.0,11.0,8.0,0.0,1.0,1.732,-1.914,3.0,5.0,-0.676992222785256,0.5357832661364355,-1,3,9,0,1,0,0,0,0,0,0,0,P138,True
2.134,4.25,4.0,0.607,2.0, 1,3.0,3.0,2.0,3.0,4.528,8.0,4.0,7.0,3.0,17.0,4144.0,13.0,8.0,0.0,1.0,1.414,-2.0,3.0,5.0,-0.5806198509219302,0.6134182241801159,-2,3,10,1,0,0,0,0,0,0,0,0,P139,True
2.013,4.25,4.0,0.607,2.0, 1,3.0,3.0,1.0,3.0,4.537,8.0,4.0,7.0,3.0,17.0,4121.0,13.0,8.0,0.0,1.0,1.54,-2.187,3.0,5.0,-0.5872940544029736,0.5980005164657698,-2,3,10,1,0,0,0,0,0,0,0,0,P140,True
2.259,4.5,4.0,0.643,2.0, 1,3.0,3.0,1.0,3.0,4.822,8.0,4.0,7.0,3.0,18.0,6235.0,16.0,8.0,0.0,1.0,1.279,-2.0,3.0,5.0,-0.5058016093885646,0.6574051010981675,-3,3,12,0,0,0,0,0,0,0,0,0,P141,True
1.914,4.5,4.0,0.643,2.0, 1,3.0,3.0,2.0,3.0,4.761,8.0,4.0,7.0,3.0,18.0,6555.0,16.0,8.0,0.0,1.0,1.732,-1.892,3.0,5.0,-0.5324384928299346,0.6545419328450971,-2,3,12,0,0,0,0,0,0,0,0,0,P142,True
1.438,4.5,4.0,0.3,3.0, 4,3.0,3.0,24.0,4.0,4.646,7.0,8.0,5.0,3.0,36.0,137682944.0,20.0,16.0,0.0,3.0,2.814,-2.0,3.0,12.0,-0.0312151616499448,0.4432552954292087,-1,2,16,6,0,0,0,0,0,0,0,0,P143,True
1.121,3.0,3.0,0.333,3.0, 3,3.0,3.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,15.0,1445.0,3.0,10.0,0.0,2.0,1.879,-2.0,3.0,6.0,0.0393190859468963,0.1651401609769636,-1,2,3,0,3,1,0,0,0,0,0,0,P144,True
0.569,3.0,2.0,0.13,5.0, 8,3.0,5.0,24.0,9.0,3.0,5.414,12.0,3.0,3.0,36.0,121730700.0,0.0,24.0,2.0,5.0,2.431,-2.414,3.0,15.0,0.0354377470419861,0.0494263314006658,-1,0,0,0,12,2,0,0,0,0,0,0,P145,True
0.486,3.0,2.0,0.12,6.0, 8,3.0,5.0,12.0,11.0,3.0,5.414,13.0,3.0,3.0,39.0,594350400.0,0.0,26.0,0.0,5.0,2.514,-2.414,3.0,15.0,0.0335351883135768,0.0488602419924923,-1,0,0,0,12,3,0,0,0,0,0,0,P146,True
0.527,3.0,2.0,0.111,6.0, 8,3.0,5.0,24.0,12.0,3.0,5.414,14.0,3.0,3.0,42.0,2147483647.0,0.0,28.0,0.0,5.0,2.473,-2.414,3.0,16.0,0.0314520128062791,0.0478070594655447,-1,0,0,0,12,4,0,0,0,0,0,0,P147,True
0.434,3.0,2.0,0.111,6.0, 8,3.0,5.0,4.0,11.0,3.0,5.525,14.0,3.0,3.0,42.0,2147483647.0,0.0,28.0,1.0,5.0,2.566,-2.525,3.0,17.0,0.0180625763972336,0.0465124753856423,-2,0,0,0,12,4,0,0,0,0,0,0,P148,True
0.456,3.0,2.0,0.103,6.0, 9,3.0,5.0,4.0,13.0,3.0,5.522,15.0,3.0,3.0,45.0,2147483647.0,0.0,30.0,0.0,5.0,2.544,-2.522,3.0,17.0,0.0165963011098492,0.0464015129685607,-2,0,0,0,12,5,0,0,0,0,0,0,P149,True
0.401,3.0,2.0,0.103,6.0, 9,3.0,5.0,4.0,12.0,3.0,5.559,15.0,3.0,3.0,45.0,2147483647.0,0.0,30.0,0.0,5.0,2.599,-2.559,3.0,18.0,0.0165620125835975,0.0453844302860367,-2,0,0,0,12,5,0,0,0,0,0,0,P150,True
0.682,3.933,3.0,0.136,5.0, 6,3.0,3.0,2.0,10.0,3.955,6.0,15.0,4.0,3.0,59.0,2147483647.0,19.0,30.0,0.0,5.0,3.262,-2.239,3.0,20.0,-0.1034171548467544,0.2347812431834285,-2,1,19,0,11,1,0,0,0,0,0,0,P151,True
1.468,3.6,3.0,0.4,2.0, 1,3.0,3.0,18.0,4.0,4.162,10.0,5.0,9.0,3.0,18.0,5776.0,9.0,10.0,0.0,1.0,1.532,-2.162,3.0,6.0,-1.1249519415609386,0.2483660130718956,-2,-2,9,0,0,0,0,0,1,0,0,0,P152,True
1.317,3.667,3.0,0.333,2.0, 1,3.0,3.0,22.0,5.0,4.464,12.0,6.0,11.0,3.0,22.0,39601.0,11.0,12.0,0.0,1.0,1.683,-2.464,3.0,7.0,-1.3269559628605203,0.203268641470889,-4,-4,11,0,0,0,0,0,0,0,1,0,P153,True
0.875,3.818,4.0,0.382,4.0, 2,3.0,3.0,6.0,5.0,4.0,6.377,5.0,5.0,3.0,21.0,37446.0,11.0,11.0,1.0,2.0,3.0,-2.0,3.0,6.0,-0.1072903895124022,0.4559841554277094,-1,3,9,0,3,0,0,0,0,0,0,0,P154,True
1.0,3.0,2.0,0.273,4.0, 4,3.0,4.0,24.0,6.0,3.0,6.0,6.0,3.0,3.0,18.0,8100.0,0.0,12.0,4.0,4.0,2.0,-3.0,3.0,6.0,0.1075268817204297,0.1075268817204304,0,2,0,6,0,2,0,0,0,0,0,0,P155,True
2.0,4.0,3.0,0.5,2.0, 2,4.0,3.0,12.0,3.0,4.0,6.0,4.0,4.0,4.0,18.0,10800.0,8.0,9.0,0.0,2.0,2.0,-2.0,3.0,6.0,0.193236714975845,0.2657004830917879,1,2,8,3,0,0,0,0,0,0,0,0,P156,True
1.0,3.0,2.0,0.231,4.0, 4,3.0,4.0,12.0,6.0,3.0,5.414,7.0,3.0,3.0,21.0,42336.0,0.0,14.0,2.0,3.0,2.0,-2.414,3.0,8.0,0.0591393118014609,0.0961013816773743,0,1,0,3,6,0,0,0,0,0,0,0,P157,True
2.586,4.0,3.0,0.667,2.0, 2,3.0,3.0,2.0,2.0,4.058,6.618,3.0,5.0,3.0,14.0,1102.0,8.0,7.0,0.0,2.0,0.932,-2.279,3.0,5.0,-0.0298887405774332,0.6639570228272643,1,2,8,1,0,0,0,0,0,0,0,0,P158,True
2.243,4.0,3.0,0.571,2.0, 2,3.0,3.0,2.0,3.0,4.067,6.438,4.0,5.0,3.0,16.0,3363.0,8.0,8.0,0.0,2.0,1.49,-2.27,3.0,5.0,0.0009843225487134,0.5344871439513921,1,2,8,2,0,0,0,0,0,0,0,0,P159,True
2.128,4.0,3.0,0.5,2.0, 2,3.0,3.0,1.0,3.0,4.048,6.446,4.0,5.0,3.0,18.0,10380.0,8.0,9.0,0.0,2.0,1.807,-2.273,3.0,6.0,-0.1168302182822781,0.517333809037621,0,2,8,3,0,0,0,0,0,0,0,0,P160,True
